,game_id,game_name,score,author,date,summary
10,0,DISCO ELYSIUM: THE FINAL CUT,90,Game Informer,"Mar 31, 2021","The Final Cut opens this strange world up to a wave of new superstar detectives on console, and the additions provide a rewarding return trip for the rest of us. 
                            "
11,1,FINAL FANTASY XIV: ENDWALKER,100,Noisy Pixel,"Jan 14, 2022","Endwalker is not the end, but it is very definitely an end. In the game, it is the end of the tale of Hydaelyn and Zodiark, the Ascians, and the Scions of the Seventh Dawn who rose to challenge them. In our universe, it is the end of the second era of Final Fantasy XIV, a midnight that transitions into a bright and new day for the players and developers, in which anything could happen. But for now, the clock is still striking twelve, and I’m absolutely thrilled to see what will happen at 12:01.
                            "
12,1,FINAL FANTASY XIV: ENDWALKER,100,GamesHub,"Jan 11, 2022","There is so much more I could praise Endwalker for – Masayoshi Soken’s incredible music, or the top-notch design of new character jobs, Reaper and Sage, are just a couple that spring to mind. Final Fantasy XIV: Endwalker. You’ll laugh, you’ll cry, and when this story ends, you’ll find another one just waiting to begin. 
                            "
13,1,FINAL FANTASY XIV: ENDWALKER,100,GamesBeat,"Dec 30, 2021","Not only does Endwalker offer a satisfying conclusion to one chapter of Final Fantasy XIV, but it creates an amazing foundation for the MMO’s future.
                            "
14,1,FINAL FANTASY XIV: ENDWALKER,100,GamingTrend,"Dec 22, 2021","Final Fantasy XIV: Endwalker caps off a lengthy story arc in the best way possible. The main quest has tons of unexpected twists and turns with satisfying payoff for fans both new and old. Sage and Reaper are a ton of fun to play and the new dungeons and trials will put your skills to the test. If you’re not already playing, you should be.
                            "
15,1,FINAL FANTASY XIV: ENDWALKER,100,NME,"Dec 21, 2021","Endwalker, and Final Fantasy 14 as a whole, is an inspiring feat. Over a decade later, Square Enix has told an unforgettable tale and managed to deliver a satisfying, beautiful end to the Hydaelyn and Zodiark saga. This is a story you’ll be thinking about for years to come.
                            "
16,1,FINAL FANTASY XIV: ENDWALKER,98,RPG Fan,"Jan 18, 2022","Wrapping up a story is never easy, even in a single-player game. Wrapping up a near decade-long arc and meeting the high bar set by previous expansions is even more difficult, but Endwalker manages both with aplomb. Even with the promise of a new adventure on the horizon, I was still sad things were over when I reached the end credits and immediately wanted to start a replay. By my reckoning, this is the sign of an exceptional, unforgettable experience, and I enthusiastically recommend it to anyone with even a passing interest in FFXIV. 
                            "
17,1,FINAL FANTASY XIV: ENDWALKER,95,Everyeye.it,"Jan 24, 2022","Final Fantasy XIV closes its first colossal story arc with an exceptional expansion. 
                            "
18,1,FINAL FANTASY XIV: ENDWALKER,95,Dexerto,"Jan 13, 2022","Final Fantasy XIV Endwalker will tick every box for returning Warriors of Light. Between two fun, distinct new classes to play as, a wealth of new areas to explore, and an often surprising conclusion to a story arc that’s been running for years, Endwalker cements FFXIV’s place at the top of the MMO pyramid. We’re desperate to see where the title goes next, but if you need us, you can find us leveling those new jobs.

                            "
19,1,FINAL FANTASY XIV: ENDWALKER,95,MMORPG.com,"Dec 22, 2021","[Endwalker] is a lofty, ambitious epic that ties together story threads, characters, and powerful themes in a way that only a story so trusting of its players can pull off. It’s not perfect, but Endwalker’s tale feels so authentically conveyed, even despite how big FFXIV has become, that many players will feel like it might as well be.
                            "
20,1,FINAL FANTASY XIV: ENDWALKER,95,Easy Allies,"Dec 16, 2021","Endwalker exudes excellence. The minor shortcomings pale in comparison to the sheer magnitude of its achievements. It’s one of the most ambitious MMO expansions ever made, and a magnificent conclusion to a journey that boasts some of the best storytelling in this medium. Those harboring reservations about the time commitment should carefully consider that you’re missing out on one of the best experiences in gaming. It’s been a remarkable eleven-year journey, and here’s to many more adventures to come.
                            "
21,1,FINAL FANTASY XIV: ENDWALKER,93,Game Informer,"Jan 20, 2022","Endwalker caps off a story over a decade in the making in spectacular fashion and cements it as one of the series' best entries.
                            "
22,1,FINAL FANTASY XIV: ENDWALKER,92,Vandal,"Dec 17, 2021","Endwalker is the perfect ending for an unforgettable decade of FFXIV. A truly masterpiece to go back to the currently best MMORPG.
                            "
23,1,FINAL FANTASY XIV: ENDWALKER,90,Windows Central,"Jan 19, 2022","Final Fantasy XIV: Endwalker is a fantastic expansion that pays homage to the series' legacy and is a beautiful send-off to a ten-year-long story arc. The plot me had engaged throughout its entirety, the characters are memorable, and the new dungeons and Trials are satisfying to conquer. While some Job changes could be improved with future patches, many of them are welcome additions to the game.
                            "
24,1,FINAL FANTASY XIV: ENDWALKER,90,Gamer Escape,"Jan  3, 2022","It’s obvious that Endwalker is going to be a favorite of many Final Fantasy XIV, while for others, it might not have hit that high bar that was raised with Shadowbringers. Regardless, Endwalker is still a fantastic addition to a game that was originally one of the worst received in the series. It truly is the comeback story of video gaming. Naoki Yoshida and his team should be commended for the incredible amount of world building and story telling that they’ve been able to pull off for, now, over ten years. Final Fantasy XIV continues to be a game that we would recommend everyone experiences. That is, as soon as the game stops being so popular that it’s able to resumes sales.
                            "
25,1,FINAL FANTASY XIV: ENDWALKER,90,Meristation,"Dec 29, 2021","Endwalker is the best expansion to the Final Fantasy XIV mmorpg so far. Its history is very careful, the playable news to match and the soundtrack is superb. The closing of a plot saga that every player asked for.
                            "
26,1,FINAL FANTASY XIV: ENDWALKER,90,IGN,"Dec 21, 2021","Final Fantasy XIV's Endwalker expansion brings its longest story arc to a satisfying close and cements its place as one of the best Final Fantasy stories ever told.
                            "
27,1,FINAL FANTASY XIV: ENDWALKER,90,Inverse,"Dec 17, 2021","Endwalker may not outdo the previous expansion, Shadowbringers — a high point for the entire Final Fantasy series — but it ultimately has very different aims. Even as it ends the game’s first story arc, it has me looking forward to what’s next. For all its lofty ambitions, this operatic conclusion to a decade-long story peaks when focusing on how its core characters keep each other standing, even as the world falls down around them.
                            "
28,1,FINAL FANTASY XIV: ENDWALKER,90,Hardcore Gamer,"Dec 15, 2021","It’s something that delves deep into the existential question regarding life and death, and our reason for living under suffering. It also goes in an immensely different direction, one that it felt impossible to see coming. This is all enhanced thanks to the original soundtrack that goes well beyond what we could have hoped for, immersing us in a tale we will never forget. That’s not to say there aren’t flaws, though, as there’s a few moments throughout the campaign that felt like padding, and some of the solo instances, as creative as they may be, killed the flow of events. This is on top of a good chunk of gear being reused assets. Thankfully, all of this pales in comparison to the rest of the adventure, witnessing one of the most well-written RPG stories ever told. Truly, Final Fantasy XIV: Endwalker is like nothing you’ve ever experienced before, in an MMO or otherwise.
                            "
29,1,FINAL FANTASY XIV: ENDWALKER,90,PCGamesN,"Dec 15, 2021","An expansion that's better than it has any right to be, Endwalker succeeds at wrapping up a decade-long story arc providing a satisfying send-off for players.
                            "
30,1,FINAL FANTASY XIV: ENDWALKER,90,Jeuxvideo.com,"Dec 15, 2021","With Endwalker, Final Fantasy XIV definitely proves that it deserves its place in the pantheon of the best episodes of the saga. It's simple, this new expansion brilliantly succeeds in concluding the narrative arc of Hydaelyn and Zordiarche thanks to strong moments sublimated by dungeons and epic challenges. Despite a rhythm that knows a few lengths, the adventure provides many satisfactory answers and benefits from visually successful environments as well as a high-end soundtrack that allow us to forget the dated technique inherent in this kind of game. extension which therefore does not include any major new features, but rather additions such as new jobs and many more than welcome adjustments. Now, we can't wait: to find out what Naoki Yoshida and his teams are preparing for the next patches and the future of Final Fantasy XIV. 
                            "
31,1,FINAL FANTASY XIV: ENDWALKER,90,Cubed3,"Dec 14, 2021","Final Fantasy XIV: Endwalker caps off the Hydaelyn and Zodiark saga in a near perfect fashion. The storytelling on display vastly outshines the hit or miss quest design. The English voice acting deserve praise for consistent performances of both old and new characters backed by great directing. The dungeons and trials are some of the best in the game that continue to offer escalating challenges while keeping to consistent visual language. Each zone has a unique visual style and tale to tell in this final chapter, despite one or two having a rather slow introduction. All rounded out by a masterwork soundtrack, this MMORPG continues to prove that it shouldn't be missed.
                            "
32,1,FINAL FANTASY XIV: ENDWALKER,89,PC Gamer,"Dec 10, 2021","It's impressive that the team is still able to take FF14's trappings and crystalise them into new forms even so many years on, from the way jobs and dungeons feel like the best they've ever been, to their confidence when it comes to experimenting with the relationship between gameplay and storytelling. But while there are some stunning vistas and lighting effects, and the detailing on new armour designs are enchanting, the age of the core game can't help but show, smooth as it is to play. This is a great final chapter to a story that'll stick with me, and I'm excited to see the team tell a new one—but I'm eager for some bigger changes to shake up Eorzea when they do.
                            "
33,1,FINAL FANTASY XIV: ENDWALKER,86,GameStar,"Dec 29, 2021","The crowning glory of a ten-year saga.
                            "
34,1,FINAL FANTASY XIV: ENDWALKER,80,Het Nieuwsblad,"Jan 20, 2022","It sounds contradictory, but the new storyline is both the ultimate asset and the great weakness of the game. After all, Endwalker builds on a story that has been going on for eight years. To fully understand and experience everything, you need all that background. Endwalker is the pinnacle for existing players of Final Fantasy XIV, but not so accessible for new players who only now want to catch up. And that gets in the way of an absolute top score.
                            "
35,1,FINAL FANTASY XIV: ENDWALKER,80,Siliconera,"Dec 29, 2021","Ultimately, Final Fantasy XIV Endwalker marked the end of an era. Plot threads from A Realm Reborn onward come to a close. The story is rife with fanfare, paying homage to past expansions in ways that sometimes feel overmuch or hit in just the right way. While the story isn’t as effective as it could be, the combat adjustments and quality-of-life improvements make Endwalker a strong expansion.
                            "
36,1,FINAL FANTASY XIV: ENDWALKER,80,GameSpot,"Dec 21, 2021","For all that Endwalker suffers from pacing issues and the sheer amount of plot lines it lobs at us, an earnestness carries the entire story. Endwalker is jubilant in its sincerity, and tender in the way it treats life and death, mankinds' inevitable failing and flaws. It doesn't shy away from grand proclamations that would come across as cheesy if it was any other game, with any other cast of characters. But because it's FFXIV and because the Scions are people who accompanied us through Ala Mhigo's revolution, averting the apocalypse on the First, and much more, Endwalker's loud and bold demands for hope, light, and love fall more on the endearing side rather than hamfisted sentimentality. Endwalker is a fitting, emotional conclusion to a years-long journey for us adventurers, and I can't wait to see what's next.
                            "
37,2,FORZA HORIZON 5,100,Het Nieuwsblad,"Dec 20, 2021","The graphics, lighting and weather effects are some of the best we've seen in a racing game, but of course it's all about the cars. Although this is an arcade racer that does not focus on realism but rather on short and fast action, the cars behave truthfully and react differently whether you are driving on a track, on the street or off road. The controls have been kept simple, making the game accessible to just about anyone. Altogether, this makes Forza Horizon 5 the most fun racing game of the moment.
                            "
38,2,FORZA HORIZON 5,100,PC Invasion,"Nov  4, 2021","Forza Horizon 5 is a masterclass example of how to do an open-world racing game, bar none. Thanks to its deeply rich map, wealth of content, and fantastic visuals, it's the best racing experience I've had yet.
                            "
39,2,FORZA HORIZON 5,95,LevelUp,"Nov  5, 2021","Forza Horizon 5 is the racing game for everyone, which takes outsiders from the racing genre and turns them into followers of the speed, and for those who are already fans, it offers an almost endless variety of activities and challenges. Also very remarkable is the representation of Mexico, which offers vibrant landscapes full of incredible details that only those who live in Mexico will recognize. It is an indispensable game and highly recommended.
                            "
40,2,FORZA HORIZON 5,95,Gaming Nexus,"Nov  4, 2021","Forza Horizon 5 is built to deliver hour after hour of glossy, beautiful fun. Hit the race mechanics as deeply as you like. Zip around the amazingly beautiful map in a Corvette for no reason at all. Find secrets. Build out your car collection. Get rich. Have a good time the way you want. Go anywhere, do anything, just don’t skip this stellar game.
                            "
41,2,FORZA HORIZON 5,95,Wccftech,"Nov  4, 2021","Forza Horizon 5 is yet another step up for the series and arguably the best racing game ever made. Offering a host of content across a fantastic representation of Mexico, its varied terrain and scenery, there's so much to explore and race. A massive roster of cars will perform all of these, each feeling different from the others, with a variety of upgrade and tuning options almost matching those of simulation titles. While there are a few minor niggles here and there, they are nearly so small as to be hardly worth mentioning. All in all, it's impossible not to recommend this for anybody, regardless of them being a fan of racing games or not, as this is that good.
                            "
42,2,FORZA HORIZON 5,95,Jeuxvideo.com,"Nov  4, 2021","¡Ay, caramba! Forza Horizon 5 is maturing under the Mexican sun a recipe concocted by Playground Games that has already delighted millions of pilots. Like an antojito, Forza Horizon 5 can be enjoyed in a good mood with anyone, anytime. Rolling over everything that has already been technically done and taking advantage of the Xbox Series X springboard to stamp the skies, Microsoft's software climbs the volcano of fun and unleashes an exhilarating torrent to be experienced alone or with others. It’s the festival of the decade. 
                            "
43,2,FORZA HORIZON 5,91,Ragequit.gr,"Nov 24, 2021","I don't think there's a motoring enthusiast who won't be excited about Forza Horizon 5, with a slight caveat for those who have had their fill of Forza Horizon 4 and might want more of the same - though honestly, I can't imagine how the formula could be improved upon, which in the arcade driving department is bordering on perfection. It promises and delivers an incomparably customizable driving experience, with dream-cars, in breathtaking landscapes.
                            "
44,2,FORZA HORIZON 5,90,GameStar,"Nov 10, 2021","A masterful open-world racer in an unforgettable setting - would have
benefited from a little more courage to innovate.
                            "
45,2,FORZA HORIZON 5,90,GameWatcher,"Nov  9, 2021","It’s no surprise that Forza Horizon puts itself right into the mix with 2021’s Game of the Year contenders. Playground Games has been getting it right for a decade now. This is the definitive experience in the series so far, one that excels both on PC and the Xbox Series X. Minimal issues, such as server connectivity, fail to spoil the party that is just crammed with happiness and adventure. A number of small improvements across the board elevates the racer to being best in class; a huge plus for Microsoft with Sony’s impressive-looking Gran Turismo 7 flashing its headlights not too far in the distance.
                            "
46,2,FORZA HORIZON 5,90,PCGamesN,"Nov  8, 2021","Familiar, excellent, and polished to a degree that hardly seems possible. If you love taking vintage Porsches for joyrides through environments that’d have a poet bawling then you're going to be very happy here.
                            "
47,2,FORZA HORIZON 5,90,MGG Spain,"Nov  4, 2021","Forza Horizon 5 is a formidable game, with a spectacular graphics and an overwhelming amount of content. But above all, it is a fun title that dignifies the fun in video games with no greater pretension than that, to have the best time possible.
                            "
48,2,FORZA HORIZON 5,90,Hardcore Gamer,"Nov  4, 2021","Forza Horizon 5 is undoubtedly a visual showcase and technical benchmark for PC and Xbox Series X owners. If you have the hardware to run this game on PC, this is the choice to make.
                            "
49,2,FORZA HORIZON 5,90,GRYOnline.pl,"Nov  4, 2021","You can whine about the lack of revolution, but when everything works perfectly fine, maybe there is no reason to change it. Forza Horizon 5 is definitely the best racing game out there and has no competition. This is, by far, the biggest car adventure you can have on your screen.
                            "
50,2,FORZA HORIZON 5,90,PC Gamer,"Nov  4, 2021","Playground's singular series gets a lush new setting, but otherwise remains committed to tuning an already winning formula. But even a marginal improvement on the best racing series around is worth celebrating.
                            "
51,2,FORZA HORIZON 5,90,Gamepressure,"Nov  4, 2021","While Forza Horizon 5 launches with a score of ""only"" 9.0, it has potential for even more. All Playground Games have to do is to eliminate bugs and bring back some missing cars, which could be done in a few months, with several updates. What about a perfect 10/10? It would require a multitude of further improvements to AI and physics. But perhaps Forza Horizon 6 will achieve that. I surely hope so, as this would give us the perfect racing game.
                            "
52,2,FORZA HORIZON 5,90,PCMag,"Nov  4, 2021","With Forza Horizon 5, the racing series makes its first stop in Mexico. It delivers breathtaking vistas, fast action, and the hook: the new EventLab mode that lets the community create cool, custom challenges.
                            "
53,2,FORZA HORIZON 5,90,Shacknews,"Nov  4, 2021","The detour into Mexico is a sight for sore eyes after a three-year stay in the rather dreary United Kingdom of Horizon 4. Innovation is about the last thing you’ll find on the Forza Horizon 5 buffet, but there is no denying that this is the best software available for Microsoft’s Series X|S consoles and, for people who have strong PCs, the best reason yet to pony up for a 4K 120Hz HDR display.
                            "
54,2,FORZA HORIZON 5,85,Gamers Heroes,"Nov  4, 2021","Forza Horizon 5 is still an incredible racing game, one only overshadowed by the brilliance of its predecessor. Those with a lot of time behind the wheel in Forza Horizon 4 may feel this is one step forward for two steps back, but there's still a ton of fun to be had in this high-octane adventure.
                            "
55,2,FORZA HORIZON 5,85,WellPlayed,"Nov  4, 2021","Forza Horizon 5 has carried the tradition of consuming my time inside a genre that normally doesn't interest me. Playground Games has displayed technical wizardry with this game and while it doesn’t change the formula to any significant extent, the experience found within Forza Horizon 5 is killer.
                            "
56,2,FORZA HORIZON 5,81,Game World Navigator Magazine,"Dec 15, 2021","Forza Horizon 5 still is a great racing game, but there’s no denying that the series is in a torpor-like state. It’s obvious that Playground is afraid not only to innovate, but to make any sort of significant change to a successful formula. [Issue#257, p.64]

                            "
57,3,CHICORY: A COLORFUL TALE,100,Adventure Gamers,"Sep 30, 2021","Chicory: A Colorful Tale is like a warm hug from a wise old aunt, simultaneously bursting with creativity and offering an unblinking but hopeful look at humanity.
                            "
58,3,CHICORY: A COLORFUL TALE,100,RPGamer,"Jul 23, 2021","Despite not everything going off without a hitch, and some systems sure to appeal more to certain kinds of gamers, Chicory’s emotional core is so strong, so impactful that it eclipses all other shortcomings and just leaves the player with an overwhelming feeling of pathos.
                            "
59,3,CHICORY: A COLORFUL TALE,100,CGMagazine,"Jul 18, 2021","Chicory: A Colorful Tale is an absolute delight—fun, engrossing, and bursting with creativity.
                            "
60,3,CHICORY: A COLORFUL TALE,95,Multiplayer.it,"Jun 11, 2021","Chicory A Colorful Tale is a magnificent, sweet, refined adventure, which hits where it hurts the most while giving you hope for the future.
                            "
61,3,CHICORY: A COLORFUL TALE,95,Destructoid,"Jun 11, 2021","Not only is Chicory a fun game, and not only did it speak to me on a profound level, it also made me want to be a better me. I’m not exaggerating nor using hyperbole, it’s a well-built experience with a tremendous amount of heart. It wants you to be you, and it wants you to know that the best you can do is always good enough.
                            "
62,3,CHICORY: A COLORFUL TALE,95,Launcher (The Washington Post),"Jun 10, 2021","Playing “Chicory” feels like a kind act of self-care in a brutal time.
                            "
63,3,CHICORY: A COLORFUL TALE,90,Checkpoint Gaming,"Jul 19, 2021","This is what the game aims to teach. That you don’t have to be perfect, that you don’t have to be a chosen one. Everyone in the world has the capacity to do good and no one person should have to wear that burden on their own. It’s okay to ask for help, and it’s okay not to be okay. 
                            "
64,3,CHICORY: A COLORFUL TALE,90,GameSpot,"Jul  5, 2021","It's difficult, in fact, to find much friction in the gameplay of A Colorful Tale that prevents you from experiencing its deeply moving tale, and it's balanced well enough to offer an engrossing adventure with standout puzzle mechanics and satisfying solutions. Chicory: A Colorful Tale is a game about self-exploration, frequently presenting earnest themes that can be challenging to engage with given how relatable they can feel. But it's also an exercise in confronting these insecurities and barriers that prevent you from enjoying what you put out into the world and rediscovering its importance in the process. It's an evocative tale that doesn't rest on its narrative alone, making it one of the best games you can play this year.
                            "
65,3,CHICORY: A COLORFUL TALE,90,TheSixthAxis,"Jul  5, 2021","Chicory lived up to my expectations and more. The traversal is a joy throughout, the puzzles brilliantly judged and the whole experience is a joy to play from start to finish. If this were not enough, the admirable approach to accessibility should be celebrated and congratulated. What really stood out after finishing the game, though, was how effectively it treated difficult issues of depression and feelings of low self-worth whilst never feeling too earnest or preachy. The final result is one of the best indie games I’ve played in years. Chicory: A Colourful Tale is a true masterpiece that deserves to be played by all. 
                            "
66,3,CHICORY: A COLORFUL TALE,90,Edge Magazine,"Jun 17, 2021","It encourages you to really TRY, even though no one else besides you will see the outcome and the game will happily continue on either way, because creation doesn't need to be about having something you can show to people, but about the process of DOING it. This is where the real joy lies. And even in its darker moments, Chicory is absolutely dripping with the stuff. [Issue#360, p.116]
                            "
67,3,CHICORY: A COLORFUL TALE,90,PC Games,"Jun 17, 2021","The excellent, charming, and fresh indie RPG Chicory: A Colorful Tale has it all: original gameplay, a fantastic story with depth and wit, and great characters that invite you to relax and explore. The story about the children of color in the lovingly designed province of Picnic, which we are allowed to significantly influence in terms of design, entertains over a course of ten to twelve hours, but above all also invites us to think and philosophize. Chicory is already one of the big game highlights of 2021. If you have a heart for little indie gems, you can't miss Chicory.
                            "
68,3,CHICORY: A COLORFUL TALE,90,SpazioGames,"Jun 17, 2021","We need more games like Chicory in our lives.
                            "
69,3,CHICORY: A COLORFUL TALE,90,IGN France,"Jun 15, 2021","Grab your brush and enjoy one of the best, colorful and original indie experience of the year. Chicory is an excellent game that will put you in an excellent mood, while fighting its darker themes.
                            "
70,3,CHICORY: A COLORFUL TALE,90,Siliconera,"Jun 11, 2021","Chicory is a game for a particular subset of moods. It can be an engaging mood lifter. Or an effective break from life’s stresses. Or even a therapeutic way of dealing with personal troubles. But everyone has these moods sometimes, and coincidentally, everyone should also play Chicory.
                            "
71,3,CHICORY: A COLORFUL TALE,90,IGN,"Jun 10, 2021","Chicory: A Colorful Tale is a pristine little adventure with fun puzzles, a surprisingly rich paint mechanic, and a story that's disarmingly real, difficult, and heartfelt.
                            "
72,3,CHICORY: A COLORFUL TALE,88,Game Informer,"Jul 12, 2021","I went into Chicory a bit dubious, but it surpassed my expectations with flying colors. The world and its inhabitants are a delight, its puzzles remain clever throughout the journey, and its main painting mechanic is the perfect stress releaser. Chicory taught me never to judge a coloring book by its cover, and that you don’t have to be a master painter to have fun with colors. 
                            "
73,3,CHICORY: A COLORFUL TALE,85,Jeuxvideo.com,"Jun 27, 2021","Under its thick features and its childish airs, Chicory shelters very tough challenges. Together, creator Greg Lobanov (Wandersong) and composer Lena Raine (Celeste) have managed to shape a universe generous in exploration, discovery and obstacles to overcome, offering a completely correct lifespan. If you don't want to take the time to solve the ingenious puzzles that present themselves to you, you will have the leisure to get involved freely in the other small quests of the adorable world of Picnic, populated by its charming animals. On the other hand, let's repeat it, the adventure will be much better if you opt for the keyboard. 
                            "
74,3,CHICORY: A COLORFUL TALE,85,Noisy Pixel,"Jun 16, 2021","Chicory provides an earnest and genuine adventure full of fun puzzles, charming characters, and cute aesthetics. With a surprisingly deep and impactful storyline, the game delves into realistic themes that may hit more than you think. Though controls are clunky and there’s a level of monotony to the painting, Chicory seamlessly weaves comfort and emotions into a strong narrative adventure.
                            "
75,3,CHICORY: A COLORFUL TALE,85,Wccftech,"Jun 11, 2021","Chicory: A Colorful Tale is an ambitious, absorbing, and creative Zelda-style adventure with some meaningful, heartfelt things to say about the creative process, self-doubt, and other big issues. Like its characters, Chicory isn’t perfect – its controls can be a bit clunky and maybe its painting tools aren’t as versatile as they could be – but it’s an easy game to love. Does it fall slightly short of masterpiece status? Perhaps, but it’s still very much worth adding to your art collection.
                            "
76,3,CHICORY: A COLORFUL TALE,85,The Indie Game Website,"Jun 11, 2021","Chicory flits through its hours of play with earnest, effortless charm that admittedly verges on saccharine at times—some of its townsfolk seem more like caricatures than actual personalities—but it has also helped me to appreciate the heights and mundanity of exploration, discovery and creation. It’s something I haven’t quite been able to for a while in games. 
                            "
77,3,CHICORY: A COLORFUL TALE,82,Vandal,"Jun 16, 2021","Chicory is a beautiful adventure, that could improve its level design, but compensates for its small flaws with everything else.
                            "
78,3,CHICORY: A COLORFUL TALE,80,CD-Action,"Sep  1, 2021","I never thought I’d enjoy a game where drawing and coloring are gameplay’s core elements. Don’t let the seemingly infantile graphics fool you, because Chicory is much deeper and more serious than you might think. Or rather can be, because it’s for you to decide whether you want to delve into the deeper, darker layer of the game and uncover the therapeutic power of art in the fight against depression. If you don’t, you still get a weird, unusual and very enjoyable mix of an adventure game, a puzzle game, some platforming elements and a coloring book. [09/2021, p.30] 
                            "
79,3,CHICORY: A COLORFUL TALE,80,Meristation,"Jun 13, 2021","Chicory achieves exactly what it intends: to absorb you into its universe and dazzle you with its structure. A brush as a magic wand capable of painting, solving puzzles and answering many of the questions it asks you. Excellently localized and with an unforgettable soundtrack, its only problem is the control with the controller, which is not as comfortable as it should; it is more accurate with a mouse on PC. Finji has once again succeeded in turning simplicity into an advantage. Its puzzles are intelligent, there is always a surprise waiting for you in its beautiful story. One of the indie surprises of 2021. 
                            "
80,4,PSYCHONAUTS 2,100,VG247,"Aug 23, 2021","This was a review I picked up on a whim, looking to try something new, and now I’m walking away with a strong new game of the year contender. Psychonauts 2 is fun, funny, heartfelt, and handles its themes with a deft and gentle hand. Thanks to its great recapping, anyone can play regardless of their history with the series, and I recommend you do!
                            "
81,4,PSYCHONAUTS 2,100,GamingTrend,"Aug 23, 2021","Psychonauts 2 is the perfect sequel. It builds on everything the original game was while adding its own unique spin on gameplay and story. The overworld is a joy to explore and the levels are more stylish and dazzling than ever before with fantastic controls. It’s a fantastic experience that will stick with you, and has a ton to see and do.
                            "
82,4,PSYCHONAUTS 2,100,NME,"Aug 23, 2021","After a long sixteen years, Double Fine has delivered the ultimate sequel. Psychonauts 2 refines what made the first game good, ponders necessary questions, expands a world that was begging for a follow-up and executes a number of jaw-dropping visual ideas. It’s a proper modern 3D platformer with incredible art direction, and it’s ready to hit you with a deluge of imagination and empathy. You don’t want to miss it.
                            "
83,4,PSYCHONAUTS 2,100,Player 2,"Aug 23, 2021","It's an improvement on its already beloved predecessor, hilarious, heart-filled and left me wanting more.
                            "
84,4,PSYCHONAUTS 2,95,PC Invasion,"Aug 23, 2021","A tour-de-force of sumptious visuals and world-class game design come together for a truly impressive feast for the senses. Psychonauts 2 is a must-play title for fans and newcomers alike.
                            "
